Date,Close,High,Low,Open,Volume,Scaled_Close,Days
2018-01-01,1186.1409912109375,1208.1995324478528,1181.3884927694476,1202.5952227098574,1351760.0,0.0019427880761170302,0
2018-01-02,1179.6851806640625,1196.9016919834592,1174.753386338996,1192.5975367888066,1920290.0,0.0,1
2018-01-03,1183.0252685546875,1196.6325805359224,1179.685120823077,1180.0438186476388,1257120.0,0.0010051538656490333,2
2018-01-04,1191.2967529296875,1193.493598188521,1183.6300147324175,1188.1134617579191,913082.0,0.003494344200287547,3
2018-01-05,1205.688720703125,1210.3066936765924,1188.1136277988403,1188.1136277988403,1153706.0,0.007825410482217077,4
2018-01-08,1216.9873046875,1222.5692860392933,1202.3937663365218,1210.531182166293,1242220.0,0.011225565130881021,7
2018-01-09,1214.5660400390625,1219.946177536467,1200.0172734483333,1217.2561087877648,2149396.0,0.010496918580002124,8
2018-01-10,1258.32470703125,1262.5391048618137,1208.1324132177028,1215.462895341043,3365850.0,0.023665492199367533,9
2018-01-11,1251.1063232421875,1265.184307965876,1247.3850390378925,1259.849047952176,2520744.0,0.02149321811350302,10
2018-01-12,1244.7620849609375,1257.607119240094,1228.7113198003697,1257.607119240094,3360314.0,0.01958400618800371,11
2018-01-15,1231.199462890625,1258.9519569033714,1226.2452319091271,1245.120478692903,1457214.0,0.015502520176639945,14
2018-01-16,1278.1640625,1283.0060997031942,1233.1950485260625,1235.638506263808,4267752.0,0.029635875463045025,15
2018-01-17,1295.24560546875,1311.408456369861,1283.2299437031677,1286.7494939423934,4280806.0,0.03477633269307212,16
2018-01-18,1308.3597412109375,1314.9952659791763,1285.8752938289567,1298.8548535771135,2209478.0,0.03872285286486299,17
2018-01-19,1326.787109375,1336.964516904261,1301.8366495459811,1313.8971932579652,1820000.0,0.04426831781979251,18
2018-01-22,1400.5345458984375,1408.758731297796,1313.169705863966,1330.6966115890498,4367110.0,0.06646160234721538,21
2018-01-23,1394.063232421875,1412.1968841198795,1388.6928302432973,1399.8830424767973,3239610.0,0.0645141488759906,22
2018-01-24,1426.6903076171875,1464.6427813491105,1385.3671650479228,1388.6703568716594,5621538.0,0.07433282186643503,23
2018-01-25,1402.624267578125,1429.0269764200275,1384.625462840883,1426.8697969879272,3833844.0,0.06709047556649927,24
2018-01-29,1437.5882568359375,1449.3402275063747,1403.0512217906671,1407.275611434521,3141060.0,0.07761241095018923,28
2018-01-30,1416.91552734375,1439.8128344458228,1412.803379848752,1429.1169060979516,1574758.0,0.07139123514792589,29
2018-01-31,1398.71484375,1415.6350087769351,1392.535484584704,1409.7927055661096,3043214.0,0.06591398782067381,30
2018-02-01,1410.511474609375,1433.6109934374665,1388.130942485951,1403.9500763318638,2400630.0,0.06946402287909759,31
2018-02-02,1417.275146484375,1433.6111671511571,1394.714892380788,1402.1526148939215,2456490.0,0.07149945762026716,32
2018-02-05,1394.6025390625,1432.7123499896584,1382.7607070197605,1397.6585346511408,2757742.0,0.06467644584910798,35
2018-02-06,1346.9876708984375,1382.8953140256442,1341.482424766648,1352.7176209539734,2657306.0,0.05034740111594044,36
2018-02-07,1328.022216796875,1362.15470892197,1324.6066744640714,1360.357078161268,2180324.0,0.04464000654183903,37
2018-02-08,1336.6287841796875,1360.6272288176494,1329.797806912524,1339.123019651096,2755004.0,0.04723003553451449,38
2018-02-09,1335.5052490234375,1345.527065745444,1301.7771688685411,1325.7531208914693,2102458.0,0.0468919229630857,39
2018-02-12,1333.52783203125,1358.7171620177926,1328.2472902024736,1338.4713179986152,1974562.0,0.046296846306786876,42
2018-02-14,1308.5859375,1336.7412983826175,1299.9123431370515,1334.7414551830748,2847532.0,0.03879092355096225,44
2018-02-15,1314.900390625,1322.607693644058,1305.575174980041,1317.641713489379,2465236.0,0.04069117204019157,45
2018-02-16,1318.1358642578125,1348.0439819742178,1313.61929291489,1313.61929291489,2515756.0,0.04166484367271217,46
2018-02-19,1313.8887939453125,1327.2361847381685,1301.1255455646124,1323.5060777535589,1568224.0,0.04038674582556423,49
2018-02-20,1323.3939208984375,1341.505081313091,1315.821353853756,1315.8663385314967,1889068.0,0.043247184057514654,50
2018-02-21,1367.2337646484375,1376.3567675529391,1330.2699624798609,1336.5391811470763,3089228.0,0.05644018671425516,51
2018-02-22,1370.78369140625,1383.726658384572,1358.3351169104806,1371.5926474146522,3463010.0,0.057508488723133855,52
2018-02-23,1382.2889404296875,1388.2211031936638,1344.6735184312815,1370.6941938299367,3362500.0,0.060970836394769246,53
2018-02-26,1362.4697265625,1388.647733242082,1357.750944242575,1381.9291079779314,1363882.0,0.055006514471192314,56
2018-02-27,1367.2559814453125,1383.524523256429,1362.604566429022,1366.64923697581,1717800.0,0.056446872556063066,57
2018-02-28,1363.9754638671875,1376.9633082423577,1357.8634725619747,1363.9529715285244,2706864.0,0.05545964556295391,58
2018-03-01,1365.1661376953125,1375.727221657362,1357.211641080404,1370.2444680974013,1718124.0,0.05581796260138461,59
2018-03-05,1395.793701171875,1399.2989953460526,1363.0317963541945,1370.2448157702647,2858168.0,0.06503490982911686,63
2018-03-06,1367.4586181640625,1405.298747988997,1361.7735414079482,1403.0517080977452,1906764.0,0.05650785331101438,64
2018-03-07,1360.5595703125,1388.2206412920193,1356.537392599534,1379.6818934174487,1917772.0,0.05443167901728996,65
2018-03-08,1349.998779296875,1372.896088841075,1342.6060416139917,1372.896088841075,1951826.0,0.05125355309328,66
2018-03-09,1363.548095703125,1376.6257953733243,1337.976728943033,1350.4702863142372,1872436.0,0.05533103494663799,67
2018-03-12,1371.66064453125,1385.9293491680785,1364.1780448847933,1367.5486050352251,2091340.0,0.057772395797573706,70
2018-03-13,1297.3509521484375,1321.1245899180792,1290.69969223634,1314.4733300059818,88067154.0,0.03540990804285826,71
2018-03-14,1297.3956298828125,1313.6417913899625,1292.0702120692465,1300.114569636773,3668668.0,0.0354233531972632,72
2018-03-15,1289.6661376953125,1304.4292346350987,1283.329550618277,1301.0361822333648,2348906.0,0.03309726801442214,73
2018-03-16,1269.8919677734375,1290.699576907581,1260.5892455521468,1289.261493473158,7197482.0,0.02714650145143377,74
2018-03-19,1272.2734375,1279.913369833981,1267.32995187213,1271.3746219312964,3489940.0,0.02786317226368973,77
2018-03-20,1287.486328125,1291.2388184392432,1266.8809310314796,1267.330338953094,4024984.0,0.03244128407396113,78
2018-03-21,1283.845703125,1296.2269096740058,1280.8122005447624,1290.923875812221,3907678.0,0.03134568766693252,79
2018-03-22,1272.43115234375,1292.4746796525862,1268.476340722142,1285.284152965564,2326094.0,0.027910634393446987,80
2018-03-23,1266.4989013671875,1273.6670455539368,1257.4658678958276,1259.241007257816,3654122.0,0.026125404424550525,81
2018-03-26,1265.9820556640625,1270.6558539416085,1250.050567535642,1266.8808714650309,2964210.0,0.025969866764030125,84
2018-03-27,1279.77880859375,1286.654771158776,1268.7009481469518,1269.577271576508,2494574.0,0.030121811262138865,85
2018-03-28,1280.43017578125,1292.0474111744202,1269.577021414865,1274.475522494968,6865654.0,0.030317831327452194,86
2018-04-02,1307.61962890625,1309.5745971236945,1276.3184131198666,1276.3184131198666,1662988.0,0.03850012616771259,91
2018-04-03,1308.3387451171875,1316.7201585406242,1299.7326277443965,1299.7326277443965,1937290.0,0.03871653437700057,92
2018-04-04,1308.181396484375,1318.5627627369718,1299.68763116405,1316.517934872827,2841820.0,0.03866918245342693,93
2018-04-05,1329.326171875,1331.9327598270122,1312.4284994457607,1315.2148066832633,1809424.0,0.04503241402641117,94
2018-04-06,1325.88818359375,1330.2474183927102,1315.2147456927948,1327.5509709229952,1129018.0,0.043997798374333874,95
2018-04-09,1314.023681640625,1331.8202779173591,1310.0239953194202,1321.124348224523,1235866.0,0.04042733843654084,98
2018-04-10,1320.1806640625,1329.0114852303072,1314.832644330094,1314.832644330094,1184532.0,0.042280198266802016,99
2018-04-11,1354.58251953125,1359.458638203694,1323.775701637168,1326.022740708579,3124416.0,0.052632967158594,100
2018-04-12,1410.8038330078125,1415.6349682168063,1351.7965503253783,1352.7178585182817,6114360.0,0.06955200414904239,101
2018-04-13,1417.1177978515625,1456.4409847960126,1407.5903733584785,1415.6347300002003,8179118.0,0.07145210569669352,102
2018-04-16,1432.5550537109375,1438.0827928446065,1397.9956299638636,1400.3550214473678,6270274.0,0.07609773716214596,105
2018-04-17,1423.09521484375,1435.835864005439,1414.376635049094,1432.5551641270044,3301724.0,0.07325092776157316,106
2018-04-18,1419.7247314453125,1435.1618290522665,1413.7700759706074,1422.8256024842667,2433066.0,0.07223662678268145,107
2018-04-19,1434.1280517578125,1445.8351501133727,1422.713134383882,1429.0722126164342,4820952.0,0.07657110945630402,108
2018-04-20,1529.087890625,1538.0311736850315,1456.0815990603048,1460.5756780697502,18465662.0,0.10514797696529127,109
